rs_id,chromosome,snp_position,gene_symbol,effect_size,p_adjust,regulated_gene,tissue,lincrna_begin,lincrna_end,gwas_id,gwas_phenotype
rs3813582,16,79749353,LINC01229,-0.65,1.01E-24,MAFTRR,Skin_Sun_Exposed_Lower_leg,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.65,1.01E-24,MAFTRR,Skin_Sun_Exposed_Lower_leg,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.65,1.01E-24,MAFTRR,Skin_Sun_Exposed_Lower_leg,79747744,79832987,22494929,thyroid related
rs4575545,16,79755446,LINC01229,-0.63,1.96E-21,MAFTRR,Skin_Sun_Exposed_Lower_leg,79747744,79832987,24852370,serum thyroid-stimulating hormone levels
rs2562456,19,21666210,LINC00664,-0.67,8.69E-20,ZNF708,Skin_Sun_Exposed_Lower_leg,21666176,21682100,19207018,pain
rs3892630,19,33181484,LOC105372367,-0.51,1.71E-26,NUDT19,Skin_Sun_Exposed_Lower_leg,33177995,33182656,23222517,red blood cell traits
rs3892630,19,33181484,LOC105372367,-0.35,2.68E-07,FAAP24,Skin_Sun_Exposed_Lower_leg,33177995,33182656,23222517,red blood cell traits
rs11084786,19,35282181,LOC400685,-0.21,7.34E-06,ZNF181,Skin_Sun_Exposed_Lower_leg,35279486,35307804,25811787,urate levels related
rs12802200,11,566936,MIR210HG,0.55,1.05E-05,ANO9,Spleen,565660,568420,26502338,systemic lupus erythematosus
rs6904029,6,29943067,HCG9,0.63,3.72E-05,IFITM4P,Spleen,29942889,29946183,24939585,age-related hearing impairment
rs134882,22,42670965,OGFRP1,-0.96,1.87E-11,CYP2D6,Spleen,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.96,1.87E-11,CYP2D6,Spleen,42665774,42671039,20889312,schizophrenia
rs17807185,7,77308295,APTR,-0.55,1.94E-06,PTPN12,Spleen,77288410,77325582,25282103,height
rs7188445,16,79734987,LINC01229,-0.78,5.20E-07,MAFTRR,Spleen,79710005,79760326,23263486,urate levels
rs17767419,16,79744548,LINC01229,-0.84,2.66E-08,MAFTRR,Spleen,79710005,79760326,21565293,thyroid related
rs3813582,16,79749353,LINC01229,-0.82,4.22E-08,MAFTRR,Spleen,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.82,4.22E-08,MAFTRR,Spleen,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.82,4.22E-08,MAFTRR,Spleen,79747744,79832987,22494929,thyroid related
rs4575545,16,79755446,LINC01229,-0.84,5.56E-08,MAFTRR,Spleen,79747744,79832987,24852370,serum thyroid-stimulating hormone levels
rs3892630,19,33181484,LOC105372367,-0.57,2.11E-05,ANKRD27,Spleen,33177995,33182656,23222517,red blood cell traits
rs3892630,19,33181484,LOC105372367,-0.97,2.49E-15,NUDT19,Spleen,33177995,33182656,23222517,red blood cell traits
rs4794820,17,38089344,LOC101928947,0.61,8.63E-15,GSDMB,Spleen,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,0.47,2.80E-08,GSDMB,Spleen,38084120,38095854,21150878,asthma related
rs4794820,17,38089344,LOC101928947,0.63,6.22E-12,ORMDL3,Spleen,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,0.50,2.87E-07,ORMDL3,Spleen,38084120,38095854,21150878,asthma related
rs4924410,15,40339494,SRP14-AS1,-0.36,1.77E-06,EIF2AK4,Skin_Not_Sun_Exposed_Suprapubic,40331550,40349184,22327514,ewing sarcoma
rs144447022,6,29244219,LOC101929006,1.12,1.01E-05,ZFP57,Skin_Not_Sun_Exposed_Suprapubic,29191777,29258217,26198764,schizophrenia
rs6904029,6,29943067,HCG9,0.52,5.61E-07,IFITM4P,Skin_Not_Sun_Exposed_Suprapubic,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.47,1.30E-05,HLA-J,Skin_Not_Sun_Exposed_Suprapubic,29942889,29946183,24939585,age-related hearing impairment
rs16975963,19,38325536,LOC100631378,0.35,2.57E-05,ZNF781,Skin_Not_Sun_Exposed_Suprapubic,38324103,38344187,20834067,longevity
rs16975963,19,38325536,LOC100631378,0.71,3.40E-12,WDR87,Skin_Not_Sun_Exposed_Suprapubic,38324103,38344187,20834067,longevity
rs71327718,3,125592857,LOC101927056,0.66,3.16E-08,FAM86JP,Skin_Not_Sun_Exposed_Suprapubic,125546100,125604920,23319000,metabolite levels
rs1318653,1,208014922,MIR29C,-0.18,1.46E-05,CD46,Skin_Not_Sun_Exposed_Suprapubic,207974863,208042495,25344690,febrile seizures
rs1318653,1,208014922,MIR29C,-0.18,1.46E-05,CD46,Skin_Not_Sun_Exposed_Suprapubic,207974863,208042495,25344690,febrile seizures
rs6669384,1,208025926,MIR29C,-0.17,2.81E-05,CD46,Skin_Not_Sun_Exposed_Suprapubic,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs6669384,1,208025926,MIR29C,-0.17,2.81E-05,CD46,Skin_Not_Sun_Exposed_Suprapubic,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs3094117,6,30737486,HCG20,0.21,6.55E-06,ABCF1,Skin_Not_Sun_Exposed_Suprapubic,30734602,30760027,23793025,migraine
rs9262631,6,31024601,HCG22,-0.67,1.65E-06,CCHCR1,Skin_Not_Sun_Exposed_Suprapubic,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,-0.67,1.65E-06,CCHCR1,Skin_Not_Sun_Exposed_Suprapubic,31021984,31027653,21051598,hiv related
rs9402743,6,136001034,LINC00271,-0.37,4.57E-06,AHI1,Skin_Not_Sun_Exposed_Suprapubic,135993452,136037193,26502338,systemic lupus erythematosus
rs9402743,6,136001034,LINC00271,-0.37,4.57E-06,AHI1,Skin_Not_Sun_Exposed_Suprapubic,135993452,136037193,27399966,systemic lupus erythematosus
rs134882,22,42670965,OGFRP1,0.33,8.20E-11,NAGA,Skin_Not_Sun_Exposed_Suprapubic,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.33,8.20E-11,NAGA,Skin_Not_Sun_Exposed_Suprapubic,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,0.41,1.18E-05,SMDT1,Skin_Not_Sun_Exposed_Suprapubic,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.41,1.18E-05,SMDT1,Skin_Not_Sun_Exposed_Suprapubic,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,-0.34,1.67E-05,NDUFA6-AS1,Skin_Not_Sun_Exposed_Suprapubic,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.34,1.67E-05,NDUFA6-AS1,Skin_Not_Sun_Exposed_Suprapubic,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,-0.63,1.00E-14,CYP2D6,Skin_Not_Sun_Exposed_Suprapubic,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.63,1.00E-14,CYP2D6,Skin_Not_Sun_Exposed_Suprapubic,42665774,42671039,20889312,schizophrenia
rs836788,5,79912044,LINC01337,0.41,8.06E-11,MSH3,Skin_Not_Sun_Exposed_Suprapubic,79904442,79918343,26831199,glomerular filtration rate (creatinine)
rs7188445,16,79734987,LINC01229,-0.67,8.33E-12,MAFTRR,Skin_Not_Sun_Exposed_Suprapubic,79710005,79760326,23263486,urate levels
rs17767419,16,79744548,LINC01229,-0.72,4.54E-14,MAFTRR,Skin_Not_Sun_Exposed_Suprapubic,79710005,79760326,21565293,thyroid related
rs3813582,16,79749353,LINC01229,-0.72,3.64E-13,MAFTRR,Skin_Not_Sun_Exposed_Suprapubic,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.72,3.64E-13,MAFTRR,Skin_Not_Sun_Exposed_Suprapubic,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.72,3.64E-13,MAFTRR,Skin_Not_Sun_Exposed_Suprapubic,79747744,79832987,22494929,thyroid related
rs4575545,16,79755446,LINC01229,-0.61,1.13E-09,MAFTRR,Skin_Not_Sun_Exposed_Suprapubic,79747744,79832987,24852370,serum thyroid-stimulating hormone levels
rs2562456,19,21666210,LINC00664,-0.55,1.08E-07,ZNF708,Skin_Not_Sun_Exposed_Suprapubic,21666176,21682100,19207018,pain
rs3892630,19,33181484,LOC105372367,-0.47,6.37E-12,NUDT19,Skin_Not_Sun_Exposed_Suprapubic,33177995,33182656,23222517,red blood cell traits
rs2016394,2,172972971,DLX2-AS1,0.31,3.43E-05,DLX2,Skin_Not_Sun_Exposed_Suprapubic,172967734,172974710,23535729,breast cancer
rs13010713,2,181996045,LOC101927156,-0.20,4.74E-07,UBE2E3,Skin_Not_Sun_Exposed_Suprapubic,181966659,182056780,20190752,celiac disease
rs1018326,2,182007800,LOC101927156,-0.19,1.70E-06,UBE2E3,Skin_Not_Sun_Exposed_Suprapubic,181966659,182056780,20062062,ankylosing spondylitis
rs9392556,6,4146198,LOC100507506,-0.35,1.00E-08,ECI2,Brain_Caudate_basal_ganglia,4136306,4157619,24816252,blood metabolite levels
rs6904029,6,29943067,HCG9,0.70,4.86E-07,IFITM4P,Brain_Caudate_basal_ganglia,29942889,29946183,24939585,age-related hearing impairment
rs71327718,3,125592857,LOC101927056,1.44,1.55E-08,FAM86JP,Brain_Caudate_basal_ganglia,125546100,125604920,23319000,metabolite levels
rs7523273,1,207977083,MIR29C,-0.36,1.87E-06,CD46,Brain_Caudate_basal_ganglia,207974863,208042495,26198764,schizophrenia
rs7523273,1,207977083,MIR29C,-0.36,1.87E-06,CD46,Brain_Caudate_basal_ganglia,207974863,208042495,25056061,schizophrenia
rs1318653,1,208014922,MIR29C,-0.48,1.60E-09,CD46,Brain_Caudate_basal_ganglia,207974863,208042495,25344690,febrile seizures
rs1318653,1,208014922,MIR29C,-0.48,1.60E-09,CD46,Brain_Caudate_basal_ganglia,207974863,208042495,25344690,febrile seizures
rs6669384,1,208025926,MIR29C,-0.48,2.50E-09,CD46,Brain_Caudate_basal_ganglia,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs6669384,1,208025926,MIR29C,-0.48,2.50E-09,CD46,Brain_Caudate_basal_ganglia,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs1967689,1,208039471,MIR29C,-0.42,9.26E-08,CD46,Brain_Caudate_basal_ganglia,207974863,208042495,23326517,age-related macular degeneration
rs134882,22,42670965,OGFRP1,-0.70,3.21E-11,CYP2D6,Brain_Caudate_basal_ganglia,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.70,3.21E-11,CYP2D6,Brain_Caudate_basal_ganglia,42665774,42671039,20889312,schizophrenia
rs12802200,11,566936,MIR210HG,-0.31,3.43E-06,HRAS,Artery_Aorta,565660,568420,26502338,systemic lupus erythematosus
rs12802200,11,566936,MIR210HG,0.36,3.17E-06,TMEM80,Artery_Aorta,565660,568420,26502338,systemic lupus erythematosus
rs4924410,15,40339494,SRP14-AS1,-0.25,1.35E-05,EIF2AK4,Artery_Aorta,40331550,40349184,22327514,ewing sarcoma
rs9392556,6,4146198,LOC100507506,-0.33,1.77E-06,C6orf201,Artery_Aorta,4136306,4157619,24816252,blood metabolite levels
rs144447022,6,29244219,LOC101929006,1.13,1.20E-07,ZFP57,Artery_Aorta,29191777,29258217,26198764,schizophrenia
rs6904029,6,29943067,HCG9,0.50,6.70E-07,HLA-J,Artery_Aorta,29942889,29946183,24939585,age-related hearing impairment
rs7246657,19,37747108,LINC01535,0.42,6.58E-05,ZNF571-AS1,Artery_Aorta,37746818,37756377,23870195,coronary artery calcification
rs71327718,3,125592857,LOC101927056,1.14,1.20E-17,FAM86JP,Artery_Aorta,125546100,125604920,23319000,metabolite levels
rs9931543,16,56128782,LOC283856,0.82,1.35E-15,GNAO1,Artery_Aorta,56126899,56225006,27089181,subjective well-being
rs56313388,16,56207769,LOC283856,0.83,1.19E-18,GNAO1,Artery_Aorta,56203591,56223919,28135244,pulse pressure
rs7359257,15,67702907,IQCH-AS1,0.22,5.69E-05,MAP2K5,Artery_Aorta,67700415,67705876,21102462,menarche
rs7523273,1,207977083,MIR29C,-0.32,3.53E-10,CD46,Artery_Aorta,207974863,208042495,26198764,schizophrenia
rs7523273,1,207977083,MIR29C,-0.32,3.53E-10,CD46,Artery_Aorta,207974863,208042495,25056061,schizophrenia
rs1318653,1,208014922,MIR29C,-0.39,3.69E-12,CD46,Artery_Aorta,207974863,208042495,25344690,febrile seizures
rs1318653,1,208014922,MIR29C,-0.39,3.69E-12,CD46,Artery_Aorta,207974863,208042495,25344690,febrile seizures
rs6669384,1,208025926,MIR29C,-0.39,1.94E-11,CD46,Artery_Aorta,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs6669384,1,208025926,MIR29C,-0.39,1.94E-11,CD46,Artery_Aorta,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs1967689,1,208039471,MIR29C,-0.33,5.95E-09,CD46,Artery_Aorta,207974863,208042495,23326517,age-related macular degeneration
rs9262631,6,31024601,HCG22,1.08,7.14E-09,PSORS1C1,Artery_Aorta,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,1.08,7.14E-09,PSORS1C1,Artery_Aorta,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,1.00,2.96E-07,PSORS1C2,Artery_Aorta,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,1.00,2.96E-07,PSORS1C2,Artery_Aorta,31021984,31027653,21051598,hiv related
rs9262631,6,31024601,HCG22,-0.79,3.60E-07,MICA,Artery_Aorta,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,-0.79,3.60E-07,MICA,Artery_Aorta,31021984,31027653,21051598,hiv related
rs134882,22,42670965,OGFRP1,0.41,1.88E-10,NAGA,Artery_Aorta,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.41,1.88E-10,NAGA,Artery_Aorta,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,0.38,3.11E-08,SMDT1,Artery_Aorta,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.38,3.11E-08,SMDT1,Artery_Aorta,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,-0.52,3.50E-08,CYP2D6,Artery_Aorta,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.52,3.50E-08,CYP2D6,Artery_Aorta,42665774,42671039,20889312,schizophrenia
rs17807185,7,77308295,APTR,-0.38,2.71E-09,PTPN12,Artery_Aorta,77288410,77325582,25282103,height
rs6062788,20,61693606,LOC63930,0.17,2.06E-05,DIDO1,Artery_Aorta,61640735,61716423,25673413,body mass index
rs836788,5,79912044,LINC01337,-0.44,2.64E-06,DHFR,Artery_Aorta,79904442,79918343,26831199,glomerular filtration rate (creatinine)
rs836788,5,79912044,LINC01337,0.46,1.30E-09,MSH3,Artery_Aorta,79904442,79918343,26831199,glomerular filtration rate (creatinine)
rs7188445,16,79734987,LINC01229,-0.54,3.96E-08,MAFTRR,Artery_Aorta,79710005,79760326,23263486,urate levels
rs17767419,16,79744548,LINC01229,-0.51,6.81E-08,MAFTRR,Artery_Aorta,79710005,79760326,21565293,thyroid related
rs3813582,16,79749353,LINC01229,-0.53,7.34E-08,MAFTRR,Artery_Aorta,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.53,7.34E-08,MAFTRR,Artery_Aorta,79747744,79832987,23408906,thyroid related
rs3813582,16,79749353,LINC01229,-0.53,7.34E-08,MAFTRR,Artery_Aorta,79747744,79832987,22494929,thyroid related
rs4575545,16,79755446,LINC01229,-0.53,1.25E-07,MAFTRR,Artery_Aorta,79747744,79832987,24852370,serum thyroid-stimulating hormone levels
rs9653442,2,100825367,LINC01104,0.34,2.00E-07,AFF3,Artery_Aorta,100824716,100867946,17554260,type 1 diabetes
rs9653442,2,100825367,LINC01104,0.34,2.00E-07,AFF3,Artery_Aorta,100824716,100867946,24390342,rheumatoid arthritis
rs9653442,2,100825367,LINC01104,0.34,2.00E-07,AFF3,Artery_Aorta,100824716,100867946,24390342,rheumatoid arthritis
rs1160544,2,100832218,LINC01104,0.33,4.81E-07,AFF3,Artery_Aorta,100824716,100867946,27798627,age at first birth
rs1160544,2,100832218,LINC01104,0.33,4.81E-07,AFF3,Artery_Aorta,100824716,100867946,27798627,age at first birth
rs10865035,2,100835734,LINC01104,0.38,4.39E-08,AFF3,Artery_Aorta,100824716,100867946,20453842,rheumatoid arthritis
rs13010713,2,181996045,LOC101927156,-0.20,1.41E-05,UBE2E3,Artery_Aorta,181966659,182056780,20190752,celiac disease
rs1018326,2,182007800,LOC101927156,-0.21,3.38E-06,UBE2E3,Artery_Aorta,181966659,182056780,20062062,ankylosing spondylitis
rs2562456,19,21666210,LINC00664,-0.25,5.80E-07,ZNF493,Artery_Aorta,21666176,21682100,19207018,pain
rs3892630,19,33181484,LOC105372367,-0.40,3.40E-08,NUDT19,Artery_Aorta,33177995,33182656,23222517,red blood cell traits
rs4794820,17,38089344,LOC101928947,-0.58,1.49E-12,GSDMA,Artery_Aorta,38084120,38095854,22561531,asthma related
rs6503525,17,38095174,LOC101928947,-0.61,5.29E-15,GSDMA,Artery_Aorta,38084120,38095854,21150878,asthma related
rs4794820,17,38089344,LOC101928947,-0.29,3.19E-05,MIR6884,Artery_Aorta,38084120,38095854,22561531,asthma related
rs10933728,3,194027568,LINC00887,0.72,2.15E-05,LRRC15,Artery_Aorta,194018988,194030589,27639821,mortality in sepsis
rs12802200,11,566936,MIR210HG,-0.30,6.02E-06,PTDSS2,Heart_Left_Ventricle,565660,568420,26502338,systemic lupus erythematosus
rs12802200,11,566936,MIR210HG,-0.25,2.91E-06,HRAS,Heart_Left_Ventricle,565660,568420,26502338,systemic lupus erythematosus
rs12802200,11,566936,MIR210HG,0.38,1.49E-05,TMEM80,Heart_Left_Ventricle,565660,568420,26502338,systemic lupus erythematosus
rs2412475,15,40334576,SRP14-AS1,-0.24,3.00E-05,EIF2AK4,Heart_Left_Ventricle,40331550,40349184,23251661,obesity
rs144447022,6,29244219,LOC101929006,0.87,5.20E-05,ZFP57,Heart_Left_Ventricle,29191777,29258217,26198764,schizophrenia
rs71327718,3,125592857,LOC101927056,1.18,1.41E-21,FAM86JP,Heart_Left_Ventricle,125546100,125604920,23319000,metabolite levels
rs7359257,15,67702907,IQCH-AS1,0.33,1.01E-05,SKOR1,Heart_Left_Ventricle,67700415,67705876,21102462,menarche
rs7523273,1,207977083,MIR29C,-0.26,1.67E-06,CD46,Heart_Left_Ventricle,207974863,208042495,26198764,schizophrenia
rs7523273,1,207977083,MIR29C,-0.26,1.67E-06,CD46,Heart_Left_Ventricle,207974863,208042495,25056061,schizophrenia
rs1318653,1,208014922,MIR29C,-0.31,3.56E-07,CD46,Heart_Left_Ventricle,207974863,208042495,25344690,febrile seizures
rs1318653,1,208014922,MIR29C,-0.31,3.56E-07,CD46,Heart_Left_Ventricle,207974863,208042495,25344690,febrile seizures
rs6669384,1,208025926,MIR29C,-0.30,4.41E-07,CD46,Heart_Left_Ventricle,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs6669384,1,208025926,MIR29C,-0.30,4.41E-07,CD46,Heart_Left_Ventricle,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs9262631,6,31024601,HCG22,-0.70,4.38E-05,MICA,Heart_Left_Ventricle,31021984,31027653,26151496,thionamide-induced agranulocytosis in graves disease
rs9262632,6,31024808,HCG22,-0.70,4.38E-05,MICA,Heart_Left_Ventricle,31021984,31027653,21051598,hiv related
rs134882,22,42670965,OGFRP1,0.41,4.37E-09,NAGA,Heart_Left_Ventricle,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.41,4.37E-09,NAGA,Heart_Left_Ventricle,42665774,42671039,20889312,schizophrenia
rs17807185,7,77308295,APTR,-0.21,4.47E-06,PTPN12,Heart_Left_Ventricle,77288410,77325582,25282103,height
rs836788,5,79912044,LINC01337,0.27,9.87E-10,MSH3,Heart_Left_Ventricle,79904442,79918343,26831199,glomerular filtration rate (creatinine)
rs2562456,19,21666210,LINC00664,-0.34,6.76E-05,ZNF708,Heart_Left_Ventricle,21666176,21682100,19207018,pain
rs3892630,19,33181484,LOC105372367,-0.39,1.10E-12,NUDT19,Heart_Left_Ventricle,33177995,33182656,23222517,red blood cell traits
rs6503525,17,38095174,LOC101928947,-0.46,3.04E-07,GSDMA,Heart_Left_Ventricle,38084120,38095854,21150878,asthma related
rs6904029,6,29943067,HCG9,0.67,5.01E-06,HLA-J,Ovary,29942889,29946183,24939585,age-related hearing impairment
rs71327718,3,125592857,LOC101927056,0.93,3.77E-08,FAM86JP,Ovary,125546100,125604920,23319000,metabolite levels
rs7172809,15,77819676,LOC101929457,-0.40,4.33E-06,PEAK1,Ovary,77817882,77826452,25524916,glucose homeostasis traits
rs134882,22,42670965,OGFRP1,0.70,2.50E-05,SMDT1,Ovary,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.70,2.50E-05,SMDT1,Ovary,42665774,42671039,20889312,schizophrenia
rs3892630,19,33181484,LOC105372367,-0.67,1.90E-06,NUDT19,Ovary,33177995,33182656,23222517,red blood cell traits
rs6904029,6,29943067,HCG9,0.46,2.90E-06,HLA-J,Prostate,29942889,29946183,24939585,age-related hearing impairment
rs71327718,3,125592857,LOC101927056,1.29,7.74E-09,FAM86JP,Prostate,125546100,125604920,23319000,metabolite levels
rs134882,22,42670965,OGFRP1,-0.65,6.92E-06,CYP2D6,Prostate,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.65,6.92E-06,CYP2D6,Prostate,42665774,42671039,20889312,schizophrenia
rs17807185,7,77308295,APTR,-0.35,7.43E-07,PTPN12,Prostate,77288410,77325582,25282103,height
rs12802200,11,566936,MIR210HG,-0.40,6.08E-06,HRAS,Brain_Cortex,565660,568420,26502338,systemic lupus erythematosus
rs12802200,11,566936,MIR210HG,0.58,8.46E-06,TMEM80,Brain_Cortex,565660,568420,26502338,systemic lupus erythematosus
rs71327718,3,125592857,LOC101927056,1.02,4.80E-07,FAM86JP,Brain_Cortex,125546100,125604920,23319000,metabolite levels
rs7523273,1,207977083,MIR29C,-0.60,5.07E-10,CD46,Brain_Cortex,207974863,208042495,26198764,schizophrenia
rs7523273,1,207977083,MIR29C,-0.60,5.07E-10,CD46,Brain_Cortex,207974863,208042495,25056061,schizophrenia
rs1318653,1,208014922,MIR29C,-0.79,8.71E-15,CD46,Brain_Cortex,207974863,208042495,25344690,febrile seizures
rs1318653,1,208014922,MIR29C,-0.79,8.71E-15,CD46,Brain_Cortex,207974863,208042495,25344690,febrile seizures
rs6669384,1,208025926,MIR29C,-0.81,6.44E-15,CD46,Brain_Cortex,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs6669384,1,208025926,MIR29C,-0.81,6.44E-15,CD46,Brain_Cortex,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs1967689,1,208039471,MIR29C,-0.64,7.10E-09,CD46,Brain_Cortex,207974863,208042495,23326517,age-related macular degeneration
rs134882,22,42670965,OGFRP1,-0.78,2.10E-08,CYP2D6,Brain_Cortex,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.78,2.10E-08,CYP2D6,Brain_Cortex,42665774,42671039,20889312,schizophrenia
rs3892630,19,33181484,LOC105372367,-0.77,8.86E-06,NUDT19,Brain_Cortex,33177995,33182656,23222517,red blood cell traits
rs134882,22,42670965,OGFRP1,-0.76,6.52E-06,CYP2D6,Brain_Anterior_cingulate_cortex_BA24,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.76,6.52E-06,CYP2D6,Brain_Anterior_cingulate_cortex_BA24,42665774,42671039,20889312,schizophrenia
rs3892630,19,33181484,LOC105372367,-0.91,4.28E-07,NUDT19,Brain_Anterior_cingulate_cortex_BA24,33177995,33182656,23222517,red blood cell traits
rs12802200,11,566936,MIR210HG,-0.49,1.18E-06,PTDSS2,Brain_Cerebellum,565660,568420,26502338,systemic lupus erythematosus
rs12802200,11,566936,MIR210HG,0.70,2.94E-05,EPS8L2,Brain_Cerebellum,565660,568420,26502338,systemic lupus erythematosus
rs12802200,11,566936,MIR210HG,0.66,2.82E-05,TMEM80,Brain_Cerebellum,565660,568420,26502338,systemic lupus erythematosus
rs9392556,6,4146198,LOC100507506,-0.32,2.16E-05,ECI2,Brain_Cerebellum,4136306,4157619,24816252,blood metabolite levels
rs144447022,6,29244219,LOC101929006,-0.68,5.39E-05,HLA-F,Brain_Cerebellum,29191777,29258217,26198764,schizophrenia
rs6904029,6,29943067,HCG9,0.58,2.54E-10,HLA-F,Brain_Cerebellum,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.75,7.20E-09,LOC554223,Brain_Cerebellum,29942889,29946183,24939585,age-related hearing impairment
rs6904029,6,29943067,HCG9,0.75,9.46E-08,HLA-J,Brain_Cerebellum,29942889,29946183,24939585,age-related hearing impairment
rs71327718,3,125592857,LOC101927056,0.92,9.01E-06,FAM86JP,Brain_Cerebellum,125546100,125604920,23319000,metabolite levels
rs7523273,1,207977083,MIR29C,-0.63,3.96E-12,CD46,Brain_Cerebellum,207974863,208042495,26198764,schizophrenia
rs7523273,1,207977083,MIR29C,-0.63,3.96E-12,CD46,Brain_Cerebellum,207974863,208042495,25056061,schizophrenia
rs1318653,1,208014922,MIR29C,-0.63,5.20E-11,CD46,Brain_Cerebellum,207974863,208042495,25344690,febrile seizures
rs1318653,1,208014922,MIR29C,-0.63,5.20E-11,CD46,Brain_Cerebellum,207974863,208042495,25344690,febrile seizures
rs6669384,1,208025926,MIR29C,-0.65,1.34E-11,CD46,Brain_Cerebellum,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs6669384,1,208025926,MIR29C,-0.65,1.34E-11,CD46,Brain_Cerebellum,207974863,208042495,28289848,immune response to measles vaccine (measles-specific neutralising antibody titre)
rs1967689,1,208039471,MIR29C,-0.65,6.73E-11,CD46,Brain_Cerebellum,207974863,208042495,23326517,age-related macular degeneration
rs134882,22,42670965,OGFRP1,0.61,8.87E-11,NAGA,Brain_Cerebellum,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,0.61,8.87E-11,NAGA,Brain_Cerebellum,42665774,42671039,20889312,schizophrenia
rs134882,22,42670965,OGFRP1,-0.82,3.02E-11,CYP2D6,Brain_Cerebellum,42665774,42671039,20889312,bipolar disorder
rs134882,22,42670965,OGFRP1,-0.82,3.02E-11,CYP2D6,Brain_Cerebellum,42665774,42671039,20889312,schizophrenia
rs2562456,19,21666210,LINC00664,-0.55,2.14E-07,ZNF708,Brain_Cerebellum,21666176,21682100,19207018,pain
rs11022131,11,12072213,LOC105376554,-0.69,4.06E-14,MICAL2,Brain_Cerebellum,12052422,12083332,26265036,warfarin maintenance dose
rs71327718,3,125592857,LOC101927056,1.01,2.16E-06,FAM86JP,Small_Intestine_Terminal_Ileum,125546100,125604920,23319000,metabolite levels
rs7188445,16,79734987,LINC01229,-0.71,1.17E-06,MAFTRR,Small_Intestine_Terminal_Ileum,79710005,79760326,23263486,urate levels
