mapped_snp_id,mapped_snps_gene,ld_snp,r^2,ld_snp_chromosome,ld_snp_position,ld_gene_symbol,correlation,p_adjust,regulated_vip_gene,tissue
rs3131044,HCG20,rs3131048,1,6,30759426,HCG20,0.454203,0.000125032,HLA-B,Artery_Aorta
rs3131045,HCG20,rs3131048,1,6,30759426,HCG20,0.454203,0.000125032,HLA-B,Artery_Aorta
rs3131047,HCG20,rs3131048,1,6,30759426,HCG20,0.454203,0.000125032,HLA-B,Artery_Aorta
rs3130665,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3095336,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3132605,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3095334,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3130668,HCG20,rs3131049,0.838002,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3130669,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3130670,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3132603,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3129977,HCG20,rs3131049,0.888636,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3129978,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3132600,HCG20,rs3131049,0.838002,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3130673,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3132599,HCG20,rs3131049,0.953304,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3095333,HCG20,rs3131049,0.964973,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3131041,HCG20,rs3131049,0.964973,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3129980,HCG20,rs3131049,1,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3131044,HCG20,rs3131049,1,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3131045,HCG20,rs3131049,1,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3131047,HCG20,rs3131049,1,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3131048,HCG20,rs3131049,1,6,30759489,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3130665,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3095336,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3132605,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3095334,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3130668,HCG20,rs3131050,0.838002,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3130669,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3130670,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3132603,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3129977,HCG20,rs3131050,0.888636,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3129978,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3132600,HCG20,rs3131050,0.838002,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3130673,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3132599,HCG20,rs3131050,0.953304,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3095333,HCG20,rs3131050,0.964973,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3131041,HCG20,rs3131050,0.964973,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3129980,HCG20,rs3131050,1,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3131044,HCG20,rs3131050,1,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3131045,HCG20,rs3131050,1,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3131047,HCG20,rs3131050,1,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3131048,HCG20,rs3131050,1,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3131049,HCG20,rs3131050,1,6,30760025,HCG20,0.453967,0.000126422,HLA-B,Artery_Aorta
rs3130668,HCG20,rs2517578,0.870398,6,30811265,LOC105375014,0.461288,4.39623e-05,HLA-B,Artery_Aorta
rs3132600,HCG20,rs2517578,0.870398,6,30811265,LOC105375014,0.461288,4.39623e-05,HLA-B,Artery_Aorta
rs3130668,HCG20,rs2535334,0.870398,6,30812996,LOC105375014,0.461221,4.40827e-05,HLA-B,Artery_Aorta
rs3132600,HCG20,rs2535334,0.870398,6,30812996,LOC105375014,0.461221,4.40827e-05,HLA-B,Artery_Aorta
rs2517578,LOC105375014,rs2535334,1,6,30812996,LOC105375014,0.461221,4.40827e-05,HLA-B,Artery_Aorta
rs3130668,HCG20,rs2535332,0.870398,6,30813249,LOC105375014,0.461221,4.40827e-05,HLA-B,Artery_Aorta
rs3132600,HCG20,rs2535332,0.870398,6,30813249,LOC105375014,0.461221,4.40827e-05,HLA-B,Artery_Aorta
rs2517578,LOC105375014,rs2535332,1,6,30813249,LOC105375014,0.461221,4.40827e-05,HLA-B,Artery_Aorta
rs2535334,LOC105375014,rs2535332,1,6,30813249,LOC105375014,0.461221,4.40827e-05,HLA-B,Artery_Aorta
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,0.692698,7.40919e-10,CYP2D6,Artery_Aorta
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.692698,7.40919e-10,CYP2D6,Artery_Aorta
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.692698,7.40919e-10,CYP2D6,Artery_Aorta
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.721248,3.23076e-10,CYP2D6,Artery_Aorta
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,0.721248,3.23076e-10,CYP2D6,Artery_Aorta
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,0.721248,3.23076e-10,CYP2D6,Artery_Aorta
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.721248,3.23076e-10,CYP2D6,Artery_Aorta
rs5758691,TCF20,rs5758692,1,22,42669029,TCF20,0.721248,3.23076e-10,CYP2D6,Artery_Aorta
rs55644935,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.714031,3.90526e-10,CYP2D6,Artery_Aorta
rs1107553,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.714031,3.90526e-10,CYP2D6,Artery_Aorta
rs1107554,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.714031,3.90526e-10,CYP2D6,Artery_Aorta
rs5758690,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.714031,3.90526e-10,CYP2D6,Artery_Aorta
rs5758691,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.714031,3.90526e-10,CYP2D6,Artery_Aorta
rs5758692,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.714031,3.90526e-10,CYP2D6,Artery_Aorta
rs55644935,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs1107553,TCF20,rs1001586,1,22,42670293,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs1107554,TCF20,rs1001586,1,22,42670293,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs5758690,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs5758691,TCF20,rs1001586,1,22,42670293,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs5758692,TCF20,rs1001586,1,22,42670293,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs1001587,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.714189,3.82787e-10,CYP2D6,Artery_Aorta
rs55644935,TCF20,rs739147,0.99372,22,42671066,TCF20,0.696441,1.10222e-09,CYP2D6,Artery_Aorta
rs1107553,TCF20,rs739147,1,22,42671066,TCF20,0.696441,1.10222e-09,CYP2D6,Artery_Aorta
rs1107554,TCF20,rs739147,1,22,42671066,TCF20,0.696441,1.10222e-09,CYP2D6,Artery_Aorta
rs5758690,TCF20,rs739147,0.99372,22,42671066,TCF20,0.696441,1.10222e-09,CYP2D6,Artery_Aorta
rs5758691,TCF20,rs739147,1,22,42671066,TCF20,0.696441,1.10222e-09,CYP2D6,Artery_Aorta
rs5758692,TCF20,rs739147,1,22,42671066,TCF20,0.696441,1.10222e-09,CYP2D6,Artery_Aorta
rs1001587,TCF20,rs739147,0.99372,22,42671066,TCF20,0.696441,1.10222e-09,CYP2D6,Artery_Aorta
rs1001586,TCF20,rs739147,1,22,42671066,TCF20,0.696441,1.10222e-09,CYP2D6,Artery_Aorta
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,0.471266,4.65102e-05,CYP2D6,Heart_Left_Ventricle
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.471266,4.65102e-05,CYP2D6,Heart_Left_Ventricle
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.471266,4.65102e-05,CYP2D6,Heart_Left_Ventricle
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.502176,2.0048e-05,CYP2D6,Heart_Left_Ventricle
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,0.502176,2.0048e-05,CYP2D6,Heart_Left_Ventricle
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,0.502176,2.0048e-05,CYP2D6,Heart_Left_Ventricle
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.502176,2.0048e-05,CYP2D6,Heart_Left_Ventricle
rs5758691,TCF20,rs5758692,1,22,42669029,TCF20,0.502176,2.0048e-05,CYP2D6,Heart_Left_Ventricle
rs55644935,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.501966,1.95572e-05,CYP2D6,Heart_Left_Ventricle
rs1107553,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.501966,1.95572e-05,CYP2D6,Heart_Left_Ventricle
rs1107554,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.501966,1.95572e-05,CYP2D6,Heart_Left_Ventricle
rs5758690,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.501966,1.95572e-05,CYP2D6,Heart_Left_Ventricle
rs5758691,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.501966,1.95572e-05,CYP2D6,Heart_Left_Ventricle
rs5758692,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.501966,1.95572e-05,CYP2D6,Heart_Left_Ventricle
rs55644935,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs1107553,TCF20,rs1001586,1,22,42670293,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs1107554,TCF20,rs1001586,1,22,42670293,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs5758690,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs5758691,TCF20,rs1001586,1,22,42670293,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs5758692,TCF20,rs1001586,1,22,42670293,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs1001587,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.501536,1.9787e-05,CYP2D6,Heart_Left_Ventricle
rs55644935,TCF20,rs739147,0.99372,22,42671066,TCF20,0.470076,7.158e-05,CYP2D6,Heart_Left_Ventricle
rs1107553,TCF20,rs739147,1,22,42671066,TCF20,0.470076,7.158e-05,CYP2D6,Heart_Left_Ventricle
rs1107554,TCF20,rs739147,1,22,42671066,TCF20,0.470076,7.158e-05,CYP2D6,Heart_Left_Ventricle
rs5758690,TCF20,rs739147,0.99372,22,42671066,TCF20,0.470076,7.158e-05,CYP2D6,Heart_Left_Ventricle
rs5758691,TCF20,rs739147,1,22,42671066,TCF20,0.470076,7.158e-05,CYP2D6,Heart_Left_Ventricle
rs5758692,TCF20,rs739147,1,22,42671066,TCF20,0.470076,7.158e-05,CYP2D6,Heart_Left_Ventricle
rs1001587,TCF20,rs739147,0.99372,22,42671066,TCF20,0.470076,7.158e-05,CYP2D6,Heart_Left_Ventricle
rs1001586,TCF20,rs739147,1,22,42671066,TCF20,0.470076,7.158e-05,CYP2D6,Heart_Left_Ventricle
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,1.01577,4.10572e-14,CYP2D6,Brain_Cortex
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,1.01577,4.10572e-14,CYP2D6,Brain_Cortex
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,1.01577,4.10572e-14,CYP2D6,Brain_Cortex
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,1.01688,4.29656e-14,CYP2D6,Brain_Cortex
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,1.01688,4.29656e-14,CYP2D6,Brain_Cortex
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,1.01688,4.29656e-14,CYP2D6,Brain_Cortex
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,1.01688,4.29656e-14,CYP2D6,Brain_Cortex
rs5758691,TCF20,rs5758692,1,22,42669029,TCF20,1.01688,4.29656e-14,CYP2D6,Brain_Cortex
rs55644935,TCF20,rs1001587,0.987463,22,42670111,TCF20,1.01672,4.17223e-14,CYP2D6,Brain_Cortex
rs1107553,TCF20,rs1001587,0.99372,22,42670111,TCF20,1.01672,4.17223e-14,CYP2D6,Brain_Cortex
rs1107554,TCF20,rs1001587,0.99372,22,42670111,TCF20,1.01672,4.17223e-14,CYP2D6,Brain_Cortex
rs5758690,TCF20,rs1001587,0.987463,22,42670111,TCF20,1.01672,4.17223e-14,CYP2D6,Brain_Cortex
rs5758691,TCF20,rs1001587,0.99372,22,42670111,TCF20,1.01672,4.17223e-14,CYP2D6,Brain_Cortex
rs5758692,TCF20,rs1001587,0.99372,22,42670111,TCF20,1.01672,4.17223e-14,CYP2D6,Brain_Cortex
rs55644935,TCF20,rs1001586,0.99372,22,42670293,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs1107553,TCF20,rs1001586,1,22,42670293,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs1107554,TCF20,rs1001586,1,22,42670293,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs5758690,TCF20,rs1001586,0.99372,22,42670293,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs5758691,TCF20,rs1001586,1,22,42670293,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs5758692,TCF20,rs1001586,1,22,42670293,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs1001587,TCF20,rs1001586,0.99372,22,42670293,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs55644935,TCF20,rs739147,0.99372,22,42671066,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs1107553,TCF20,rs739147,1,22,42671066,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs1107554,TCF20,rs739147,1,22,42671066,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs5758690,TCF20,rs739147,0.99372,22,42671066,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs5758691,TCF20,rs739147,1,22,42671066,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs5758692,TCF20,rs739147,1,22,42671066,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs1001587,TCF20,rs739147,0.99372,22,42671066,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs1001586,TCF20,rs739147,1,22,42671066,TCF20,1.01662,4.17809e-14,CYP2D6,Brain_Cortex
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,0.961073,2.01591e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.961073,2.01591e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,0.961073,2.01591e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.964752,1.80388e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,0.964752,1.80388e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,0.964752,1.80388e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,0.964752,1.80388e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs5758691,TCF20,rs5758692,1,22,42669029,TCF20,0.964752,1.80388e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs55644935,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1107553,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1107554,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs5758690,TCF20,rs1001587,0.987463,22,42670111,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs5758691,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs5758692,TCF20,rs1001587,0.99372,22,42670111,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs55644935,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1107553,TCF20,rs1001586,1,22,42670293,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1107554,TCF20,rs1001586,1,22,42670293,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs5758690,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs5758691,TCF20,rs1001586,1,22,42670293,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs5758692,TCF20,rs1001586,1,22,42670293,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1001587,TCF20,rs1001586,0.99372,22,42670293,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs55644935,TCF20,rs739147,0.99372,22,42671066,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1107553,TCF20,rs739147,1,22,42671066,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1107554,TCF20,rs739147,1,22,42671066,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs5758690,TCF20,rs739147,0.99372,22,42671066,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs5758691,TCF20,rs739147,1,22,42671066,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs5758692,TCF20,rs739147,1,22,42671066,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1001587,TCF20,rs739147,0.99372,22,42671066,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs1001586,TCF20,rs739147,1,22,42671066,TCF20,0.963181,1.95017e-12,CYP2D6,Brain_Anterior_cingulate_cortex_BA24
rs55644935,TCF20,rs1107553,0.99372,22,42667473,TCF20,1.02257,2.47279e-18,CYP2D6,Brain_Cerebellum
rs55644935,TCF20,rs1107554,0.99372,22,42667594,TCF20,1.02257,2.47279e-18,CYP2D6,Brain_Cerebellum
rs1107553,TCF20,rs1107554,1,22,42667594,TCF20,1.02257,2.47279e-18,CYP2D6,Brain_Cerebellum
rs55644935,TCF20,rs5758690,0.987463,22,42668295,TCF20,1.01223,8.54191e-18,CYP2D6,Brain_Cerebellum
rs1107553,TCF20,rs5758690,0.99372,22,42668295,TCF20,1.01223,8.54191e-18,CYP2D6,Brain_Cerebellum
rs1107554,TCF20,rs5758690,0.99372,22,42668295,TCF20,1.01223,8.54191e-18,CYP2D6,Brain_Cerebellum
rs55644935,TCF20,rs5758691,0.99372,22,42668504,TCF20,1.02257,2.47279e-18,CYP2D6,Brain_Cerebellum
rs1107553,TCF20,rs5758691,1,22,42668504,TCF20,1.02257,2.47279e-18,CYP2D6,Brain_Cerebellum
rs1107554,TCF20,rs5758691,1,22,42668504,TCF20,1.02257,2.47279e-18,CYP2D6,Brain_Cerebellum
rs5758690,TCF20,rs5758691,0.99372,22,42668504,TCF20,1.02257,2.47279e-18,CYP2D6,Brain_Cerebellum
rs55644935,TCF20,rs5758692,0.99372,22,42669029,TCF20,1.02411,2.39371e-18,CYP2D6,Brain_Cerebellum
rs1107553,TCF20,rs5758692,1,22,42669029,TCF20,1.02411,2.39371e-18,CYP2D6,Brain_Cerebellum
rs1107554,TCF20,rs5758692,1,22,42669029,TCF20,1.02411,2.39371e-18,CYP2D6,Brain_Cerebellum
rs5758690,TCF20,rs5758692,0.99372,22,42669029,TCF20,1.02411,2.39371e-18,CYP2D6,Brain_Cerebellum
rs5758691,TCF20,rs5758692,1,22,42669029,TCF20,1.02411,2.39371e-18,CYP2D6,Brain_Cerebellum
rs55644935,TCF20,rs1001587,0.987463,22,42670111,TCF20,1.02287,2.45086e-18,CYP2D6,Brain_Cerebellum
rs1107553,TCF20,rs1001587,0.99372,22,42670111,TCF20,1.02287,2.45086e-18,CYP2D6,Brain_Cerebellum
rs1107554,TCF20,rs1001587,0.99372,22,42670111,TCF20,1.02287,2.45086e-18,CYP2D6,Brain_Cerebellum
rs5758690,TCF20,rs1001587,0.987463,22,42670111,TCF20,1.02287,2.45086e-18,CYP2D6,Brain_Cerebellum
rs5758691,TCF20,rs1001587,0.99372,22,42670111,TCF20,1.02287,2.45086e-18,CYP2D6,Brain_Cerebellum
rs5758692,TCF20,rs1001587,0.99372,22,42670111,TCF20,1.02287,2.45086e-18,CYP2D6,Brain_Cerebellum
rs55644935,TCF20,rs1001586,0.99372,22,42670293,TCF20,1.02257,2.47279e-18,CYP2D6,Brain_Cerebellum
rs1107553,TCF20,rs1001586,1,22,42670293,TCF20,1.02257,2.47279e-18,CYP2D6,Brain_Cerebellum
